qid,oracle1Summary,oracle1SU4,oracle2Summary,oracle2SU4
589a245678275d0c4a000023,INTRODUCTION: The Pediatric Index of Mortality 2 (PIM2) is one of the most commonly used scoring systems to predict mortality in patients admitted to pediatric intensive care units (PICU) in Argentina. BACKGROUND AND AIMS: Pediatric index of mortality (PIM) 2 score is one of the severity scoring systems being used for predicting outcome of patients admitted to intensive care units (ICUs). The Pediatric Index of Mortality 2 (PIM2) is one of the most commonly used scoring systems to predict mortality in patients admitted to pediatric intensive care units (PICU) in Argentina.,0.42465,CONCLUSIONS: The PIM2 score adequately discriminates survivors from non-survivors. The Pediatric Index of Mortality 2 (PIM2) is one of the most commonly used scoring systems to predict mortality in patients admitted to pediatric intensive care units (PICU) in Argentina. The PIM2 score adequately discriminates survivors from non-survivors.,0.76569
58ab1f6c9ef3c34033000002,"Histone variant macroH2A marks embryonic differentiation in vivo and acts as an epigenetic barrier to induced pluripotency. MacroH2A.1 was found to be present at low levels upon the establishment of pluripotency in the inner cell mass and epiblast, but it was highly enriched in the trophectoderm and differentiated somatic cells later in mouse development. Chromatin immunoprecipitation revealed that macroH2A.1 is incorporated in the chromatin of regulatory regions of pluripotency genes in somatic cells such as mouse embryonic fibroblasts and adult neural stem cells, but not in embryonic stem cells.",0.45028,"Histone variant macroH2A confers resistance to nuclear reprogramming Histone variant macroH2A marks embryonic differentiation in vivo and acts as an epigenetic barrier to induced pluripotency. MacroH2A.1 was found to be present at low levels upon the establishment of pluripotency in the inner cell mass and epiblast, but it was highly enriched in the trophectoderm and differentiated somatic cells later in mouse development.",0.48
58bd6c5802b8c60953000012,"Mutations in the SLC40A1 gene, which encodes ferroportin, are associated with autosomal dominant hemochromatosis. UNLABELLED: Mutations in the SLC40A1 gene, which encodes ferroportin, are associated with autosomal dominant hemochromatosis. It has an autosomal-dominant pattern of inheritance and has been associated with mutations in the SLC40A1 gene, which encodes the cellular iron exporter ferroportin.",0.35951,"Ferroportin disease is a rare type of autosomal dominantly inherited hemochromatosis caused with mutations in the ferroportin gene (SLC40A1). The patients characteristically have hyperferritinemia but normal transferin saturations.  Mutations in the SLC40A1 gene, which encodes ferroportin, are associated with autosomal dominant hemochromatosis. It has an autosomal-dominant pattern of inheritance and has been associated with mutations in the SLC40A1 gene, which encodes the cellular iron exporter ferroportin.",0.38078
58bd672d02b8c60953000011,The divalent metal transporter 1 (DMT1) is a major iron transporter required for iron absorption and erythropoiesis. Loss of DMT1 function results in microcytic anemia.  Deficiency of the divalent metal transporter 1 (DMT1) leads to hypochromic microcytic anemia. We have previously shown that DMT1 deficiency impairs erythroid differentiation and induces apoptosis of erythroid cells.  The divalent metal transporter 1 (DMT1) is a major iron transporter required for iron absorption and erythropoiesis.,0.43377,"Deficiency of the divalent metal transporter 1 (DMT1) leads to hypochromic microcytic anemia. We have previously shown that DMT1 deficiency impairs erythroid differentiation and induces apoptosis of erythroid cells.  The divalent metal transporter 1 (DMT1) is a major iron transporter required for iron absorption and erythropoiesis. This mutation severely impairs the iron transport capability of DMT1, leading to systemic iron deficiency and anemia.",0.47122
58bdc76102b8c60953000013,"Human ether-a-go-go-related gene (hERG) channels conduct delayed rectifier K(+) current.  The human ether-a-go-go-related gene (hERG) encodes the rapidly activating, delayed rectifier potassium channel (IKr) important for cardiac repolarization. Mutations in the human ether-à-go-go-related gene (HERG), which encodes a delayed-rectifier potassium channel,",0.24312,"Human ether-a-go-go-related gene (hERG) channels conduct delayed rectifier K(+) current.   hERG potassium channels HERG, a K+ channel gene.",0.344
589a245778275d0c4a000024,The FDA has approved the combination of lenvatinib and everolimus to treat advanced or metastatic renal cell carcinoma. Lenvatinib therapy for the treatment of patients with advanced renal cell carcinoma. Lenvatinib therapy for the treatment of patients with advanced renal cell carcinoma.,0.34177,The FDA has approved the combination of lenvatinib and everolimus to treat advanced or metastatic renal cell carcinoma. Lenvatinib therapy for the treatment of patients with advanced renal cell carcinoma. Lenvatinib therapy for the treatment of patients with advanced renal cell carcinoma.,0.34177
58adb9919ef3c34033000004,"The purification of an ATR complex allowed identification of chromodomain-helicase-DNA-binding protein 4 (CHD4) as an ATR-associated protein by tandem mass spectrometric sequencing. CHD4 (also called Mi-2beta) is a component of a histone-deacetylase-2 (HDAC2)-containing complex, the nucleosome remodeling and deacetylating (NRD) complex Endogenous ATR, CHD4, and HDAC2 are shown to coimmunoprecipitate, and ATR and HDAC2 coelute through two biochemical purification steps. Other members of the NRD complex, HDAC1, MTA1, and MTA2, are also detectable in ATR immunoprecipitates. We now show that Pcf11, a component of the cleavage and polyadenylation complex (CPAC), is also generally required for NRD-dependent transcription termination through the action of its C-terminal domain (CTD)-interacting domain (CID).",0.87677,"The purification of an ATR complex allowed identification of chromodomain-helicase-DNA-binding protein 4 (CHD4) as an ATR-associated protein by tandem mass spectrometric sequencing. CHD4 (also called Mi-2beta) is a component of a histone-deacetylase-2 (HDAC2)-containing complex, the nucleosome remodeling and deacetylating (NRD) complex Endogenous ATR, CHD4, and HDAC2 are shown to coimmunoprecipitate, and ATR and HDAC2 coelute through two biochemical purification steps. Other members of the NRD complex, HDAC1, MTA1, and MTA2, are also detectable in ATR immunoprecipitates. We now show that Pcf11, a component of the cleavage and polyadenylation complex (CPAC), is also generally required for NRD-dependent transcription termination through the action of its C-terminal domain (CTD)-interacting domain (CID).",0.87677
587e3129c32c812009000002,"we present traseR, an easy-to-use R Bioconductor package that performs enrichment analyses of trait-associated SNPs in arbitrary genomic intervals with flexible options, including testing method, type of background and inclusion of SNPs in LD Here, we present traseR, an easy-to-use R Bioconductor package that performs enrichment analyses of trait-associated SNPs in arbitrary genomic intervals with flexible options, including testing method, type of background and inclusion of SNPs in LD. Here, we present traseR, an easy-to-use R Bioconductor package that performs enrichment analyses of trait-associated SNPs in arbitrary genomic intervals with flexible options, including testing method, type of background and inclusion of SNPs in LD.",0.44779,"traseR: an R package for performing trait-associated SNP enrichment analysis in genomic intervals we present traseR, an easy-to-use R Bioconductor package that performs enrichment analyses of trait-associated SNPs in arbitrary genomic intervals with flexible options, including testing method, type of background and inclusion of SNPs in LD traseR: an R package for performing trait-associated SNP enrichment analysis in genomic intervals.",0.67247
58ce69cd1f5fb2b734000003,"Human antigen R (HuR) is a ubiquitous 32 kDa protein comprising three RNA Recognition Motifs (RRMs), whose main function is to bind Adenylate and uridylate Rich Elements (AREs) in 3' UnTranslated Regions (UTRs) of mRNAs. Human antigen R (HuR) is a ubiquitously expressed RNA-binding protein that modulates gene expression at the post-transcriptional level. The RNA-binding protein HuR binds at 3' untranslated regions (UTRs) of target transcripts, thereby protecting them against degradation. ",0.36842,"Human antigen R (HuR) is a ubiquitously expressed RNA-binding protein that modulates gene expression at the post-transcriptional level. The RNA-binding protein HuR binds at 3' untranslated regions (UTRs) of target transcripts, thereby protecting them against degradation.  This is achieved by altered expression of the proteins TTP and HuR, which bind 3' untranslated region (UTR) elements in cancer-related genes.",0.42609
588f9756ed9bbee70d000001,"Exploding head syndrome is characterized by the perception of loud noises during sleep-wake or wake-sleep transitions. Exploding head syndrome is characterized by the perception of abrupt, loud noises when going to sleep or waking up. Exploding head syndrome (EHS) is characterized by attacks of a sudden noise or explosive feeling experienced in the head occurring during the transition from wake to sleep or from sleep to wake.",0.39516,"Exploding head syndrome is characterized by the perception of loud noises during sleep-wake or wake-sleep transitions. Exploding head syndrome is characterized by the perception of abrupt, loud noises when going to sleep or waking up. Exploding head syndrome (EHS) is a rare parasomnia in which affected individuals awaken from sleep with the sensation of a loud bang",0.44954
58adbe999ef3c34033000005,"Consistent with this, H4K20 methylation status plays a direct role in recruiting ORC through the binding properties of ORC1 and ORCA/LRWD1. Thus, coordinating the status of H4K20 methylation is pivotal for the proper selection of DNA replication origins in higher eukaryotes. The methylation state of lysine 20 on histone H4 (H4K20) has been linked to chromatin compaction, transcription, DNA repair and DNA replication. Monomethylation of H4K20 (H4K20me1) is mediated by the cell cycle-regulated histone methyltransferase PR-Set7 The methylation state of lysine 20 on histone H4 (H4K20) has been linked to chromatin compaction, transcription, DNA repair and DNA replication.",0.44973,"We review the signaling pathways and functions associated with a single residue, H4K20, as a model chromatin and clinically important mark that regulates biological processes ranging from the DNA damage response and DNA replication to gene expression and silencing. Thus, coordinating the status of H4K20 methylation is pivotal for the proper selection of DNA replication origins in higher eukaryotes. The methylation state of lysine 20 on histone H4 (H4K20) has been linked to chromatin compaction, transcription, DNA repair and DNA replication.",0.55197
589a245e78275d0c4a000029,"BACKGROUND: Patients with crowned dens syndrome (CDS), which is pseudogout of the atlantoaxial junction induced by ""crown-like"" calcifications around the dens, present with symptoms of severe neck pain, rigidity, and high fever.  BACKGROUND CONTEXT: Crowned dens syndrome (CDS) is a rare form of calcium phosphate crystal depositions and often presents with recurrent neck pain, stiffness of neck, increased erythrocyte sedimentation rate, and episodes of fever. The crowned dens syndrome as a cause of neck pain: clinical and computed tomography study in patients with calcium pyrophosphate dihydrate deposition disease",0.42363,"BACKGROUND: Patients with crowned dens syndrome (CDS), which is pseudogout of the atlantoaxial junction induced by ""crown-like"" calcifications around the dens, present with symptoms of severe neck pain, rigidity, and high fever.  BACKGROUND CONTEXT: Crowned dens syndrome (CDS) is a rare form of calcium phosphate crystal depositions and often presents with recurrent neck pain, stiffness of neck, increased erythrocyte sedimentation rate, and episodes of fever. Crowned dens syndrome (CDS), related to microcrystalline deposition in the periodontoid process, is the main cause of acute or chronic cervical pain.",0.42733
587e440f2420191125000005,CRISPR Inversion of CTCF Sites Alters Genome Topology and Enhancer/Promoter Function CRISPR Inversion of CTCF Sites Alters Genome Topology and Enhancer/Promoter Function. CRISPR Inversion of CTCF Sites Alters Genome Topology and Enhancer/Promoter Function.,0.26891,CRISPR Inversion of CTCF Sites Alters Genome Topology and Enhancer/Promoter Function CRISPR Inversion of CTCF Sites Alters Genome Topology and Enhancer/Promoter Function. CRISPR Inversion of CTCF Sites Alters Genome Topology and Enhancer/Promoter Function.,0.26891
58bfcb8702b8c60953000016,"Deprivation of survival factors causes the apoptosis of melanocytes. Vitiligo often develops following physical trauma, even if this is minor. The exact mechanism of the Koebner phenomenon in vitiligo is unclear. [Characteristics of the Koebner phenomenon in patients with psoriasis vulgaris]. Intradermal antigen tests and the Koebner phenomenon in psoriasis",0.11613,[Psoriasis as Koebner phenomenon in erythma migrans]. [Characteristics of the Koebner phenomenon in patients with psoriasis vulgaris]. Intradermal antigen tests and the Koebner phenomenon in psoriasis,0.15663
58850ac7e56acf5176000012,Cost-effectiveness analysis of cochlear dose reduction by proton beam therapy for medulloblastoma in childhood. Potential role of proton therapy in the treatment of pediatric medulloblastoma/primitive neuro-ectodermal tumors: spinal theca irradiation. Cost-effectiveness analysis of cochlear dose reduction by proton beam therapy for medulloblastoma in childhood.,0.11393,OBJECTIVE: To improve medulloblastoma proton therapy. Cost-effectiveness analysis of cochlear dose reduction by proton beam therapy for medulloblastoma in childhood. To improve medulloblastoma proton therapy.,0.14131
58cbf1f402b8c60953000036,Diacylglycerol acyltransferase 1 (DGAT1) catalyzes the final step in the acyl-CoA-dependent triacylglycerol biosynthesis Acyl-CoA:diacylglycerol acyltransferase-1 (DGAT1) catalyzes the final step of triglyceride synthesis in mammalian cells. Acyl CoA:diacylgycerol acyltransferase (EC; DGAT) catalyzes the final step in the production of triacylglycerol. ,0.43968,Diacylglycerol acyltransferase 1 (DGAT1) catalyzes the final step in the acyl-CoA-dependent triacylglycerol biosynthesis DGAT1 is a microsomal enzyme that catalyses the final step in triglycerides synthesis. Diacylglycerol-O-acyltransferase (DGAT1) gene encodes the rate-limiting enzyme of triglyceride synthesis.,0.48665
58bac71222d3005309000013,"Over 70% of diffuse intrinsic pediatric gliomas, an aggressive brainstem tumor, harbor heterozygous mutations that create a K27M amino acid substitution (methionine replaces lysine 27) in the tail of histone H3.3 Some of these molecular changes with clinicopathological utility have been used for the first time in the most recent edition of the World Health Organization (WHO) classification of CNS tumours to define entities like ependymoma, RELA fusion-positive or diffuse midline glioma, H3 K27M-mutant. Histone H3.3 (H3F3A) mutation in the codon for lysine 27 (K27M) has been found as driver mutations in pediatric glioblastoma and has been suggested to play critical roles in the pathogenesis of thalamic gliomas and diffuse intrinsic pontine gliomas.",0.42321,"Over 70% of diffuse intrinsic pediatric gliomas, an aggressive brainstem tumor, harbor heterozygous mutations that create a K27M amino acid substitution (methionine replaces lysine 27) in the tail of histone H3.3 Some of these molecular changes with clinicopathological utility have been used for the first time in the most recent edition of the World Health Organization (WHO) classification of CNS tumours to define entities like ependymoma, RELA fusion-positive or diffuse midline glioma, H3 K27M-mutant. Pediatric brainstem gliomas often harbor oncogenic K27M mutation of histone H3.3",0.51444
588383172305cd7e21000004,"The interplay of active and repressive histone modifications is assumed to have a key role in the regulation of gene expression. In contrast to this generally accepted view, we show that the transcription of genes temporally regulated during fly and worm development occurs in the absence of canonically active histone modifications. Conversely, strong chromatin marking is related to transcriptional and post-transcriptional stability, an association that we also observe in mammals. Our results support a model in which chromatin marking is associated with the stable production of RNA, whereas unmarked chromatin would permit rapid gene activation and deactivation during development. In the latter case, regulation by transcription factors would have a comparatively more important regulatory role than chromatin marks. Absence of canonical marks of active chromatin in developmentally regulated genes. In contrast to this generally accepted view, we show that the transcription of genes temporally regulated during fly and worm development occurs in the absence of canonically active histone modifications.",0.61104,"Absence of canonical marks of active chromatin in developmentally regulated genes. The interplay of active and repressive histone modifications is assumed to have a key role in the regulation of gene expression. In contrast to this generally accepted view, we show that the transcription of genes temporally regulated during fly and worm development occurs in the absence of canonically active histone modifications. Conversely, strong chromatin marking is related to transcriptional and post-transcriptional stability, an association that we also observe in mammals. Our results support a model in which chromatin marking is associated with the stable production of RNA, whereas unmarked chromatin would permit rapid gene activation and deactivation during development. In the latter case, regulation by transcription factors would have a comparatively more important regulatory role than chromatin marks. Absence of canonical marks of active chromatin in developmentally regulated genes",0.66461
587f60f892a5b8ad44000004,"HaploReg v4: systematic mining of putative causal variants, cell types, regulators and target genes for human complex traits and disease. Since first launching the website in 2011, we have greatly expanded HaploReg, increasing the number of chromatin state maps to 127 reference epigenomes from ENCODE 2012 and Roadmap Epigenomics, incorporating regulator binding data, expanding regulatory motif disruption annotations, and integrating expression quantitative trait locus (eQTL) variants and their tissue-specific target genes from GTEx, Geuvadis, and other recent studies. We present these updates as HaploReg v4, and illustrate a use case of HaploReg for attention deficit hyperactivity disorder (ADHD)-associated SNPs with putative brain regulatory mechanisms. HaploReg v4: systematic mining of putative causal variants, cell types, regulators and target genes for human complex traits and disease.",0.24066,"HaploReg v4: systematic mining of putative causal variants, cell types, regulators and target genes for human complex traits and disease. HaploReg V4.1 and Regulome DB were used to understand functional annotation on important SNV. HaploReg v4: systematic mining of putative causal variants, cell types, regulators and target genes for human complex traits and disease.",0.46512
58c6a6c502b8c60953000027,"Typical clinical manifestations of Ménière's disease (vertigo, sensorineural hearing loss and tinnitus) were found in 6/11 patients (54.5%) in the Lyme disease group. Typical clinical manifestations of Ménière's disease (vertigo, sensorineural hearing loss and tinnitus) were found in 6/11 patients (54.5%) in the Lyme disease group.  Nine children, labeled as having ""idiopathic Ménière's disease,"" developed the auditory and vestibular symptoms without any detectable causative factor.",0.11694,"Typical clinical manifestations of Ménière's disease (vertigo, sensorineural hearing loss and tinnitus) were found in 6/11 patients (54.5%) in the Lyme disease group. Nine children, labeled as having ""idiopathic Ménière's disease,"" developed the auditory and vestibular symptoms without any detectable causative factor. In the characterizations of the migraine-associated dizziness, the signs and symptoms show overlap with those characterizing Meniere's disease.",0.12946
58cdb41302b8c60953000042,"The Ehlers-Danlos syndromes (EDS) are a group of connective tissue disorders characterized by triad of joint hypermobility, skin extensibility, and tissue fragility.  The Ehlers-Danlos syndromes (EDS) comprise a heterogenous group of heritable disorders of connective tissue, characterized by joint hypermobility, skin hyperextensibility and tissue fragility The Ehlers-Danlos syndromes (EDS) are a heterogeneous group of heritable connective tissue disorders characterised by joint hypermobility, involvement of skin and tissue fragility",0.45865,"The Ehlers-Danlos syndromes (EDS) are a group of connective tissue disorders characterized by triad of joint hypermobility, skin extensibility, and tissue fragility.  Ehlers-Danlos syndrome is an inherited connective tissue disorder. The Ehlers-Danlos syndrome is characterized by abnormal connective tissue ",0.68156
589a246778275d0c4a00002f,"INTRODUCTION: Mondor's disease is a rare superficial thrombophlebitis, historically involving the thoracic venous system of women.  Mondor's disease is a rare benign and self-limiting condition characterized by thrombophlebitis of the superficial veins of the anterolateral thoracoabdominal wall. Mondor's disease is a rare condition characterized by a superficial thrombophlebitis that can occur in the thoracoabdominal and genital areas. ",0.53061,"INTRODUCTION: Mondor's disease is a rare superficial thrombophlebitis, historically involving the thoracic venous system of women.  Mondor's disease is a rare benign and self-limiting condition characterized by thrombophlebitis of the superficial veins of the anterolateral thoracoabdominal wall. Mondor's disease is a rare condition characterized by a superficial thrombophlebitis that can occur in the thoracoabdominal and genital areas. ",0.53061
58ce5c7c1f5fb2b734000001,"Based on their ability to chelate metals, hydroxamate molecules and siderophores have been successfully used as metalloenzyme inhibitors.  Using this model, we identified two nitrogen donor compounds--2,2'-dipyridylamine (DPA) and triazacyclononane (TACN)--as the most selective ZBGs for zinc metalloenzyme inhibitor development.  Foscarnet (phosphonoformate trisodium salt), an antiviral used for the treatment of HIV and herpes virus infections, also acts as an activator or inhibitor of the metalloenzyme carbonic anhydrase (CA, EC 4.2.1.1)",0.0,,0
58de71fa8acda3452900002c,"Budding yeast INO80 can remove H2A.Z/H2B dimers from chromatin and replace them with H2A/H2B dimers. Here, we show that H2A.Z in human cells is indeed rapidly removed from chromatin flanking DNA damage by INO80. We also report that the histone chaperone ANP32E, which is implicated in removing H2AZ from chromatin, similarly promotes HR and appears to work on the same pathway as INO80 in these assays.",0.597,"Budding yeast INO80 can remove H2A.Z/H2B dimers from chromatin and replace them with H2A/H2B dimers. Here, we show that H2A.Z in human cells is indeed rapidly removed from chromatin flanking DNA damage by INO80. We also report that the histone chaperone ANP32E, which is implicated in removing H2AZ from chromatin, similarly promotes HR and appears to work on the same pathway as INO80 in these assays.",0.597
587f7a69d8d850a152000001,"libFLASM: a software library for fixed-length approximate string matching. We present libFLASM, a free open-source C++ software library for solving fixed-length approximate string matching. We present and make available libFLASM, a free open-source C++ software library for solving fixed-length approximate string matching under both the edit and the Hamming distance models.",0.55947,"libFLASM: a software library for fixed-length approximate string matching. libFLASM: a software library for fixed-length approximate string matching. We present and make available libFLASM, a free open-source C++ software library for solving fixed-length approximate string matching under both the edit and the Hamming distance models.",0.6165
589206fc49702f2e01000003,A method for generating highly multiplexed ChIP-seq libraries. A method for generating highly multiplexed ChIP-seq libraries A method for generating highly multiplexed ChIP-seq libraries.,0.2653,A method for generating highly multiplexed ChIP-seq libraries. A method for generating highly multiplexed ChIP-seq libraries A method for generating highly multiplexed ChIP-seq libraries.,0.2653
58cdb80302b8c60953000043,"Doxorubicin (DOXO) is widely used to treat solid tumors. However, its clinical use is limited by side effects including serious cardiotoxicity due to cardiomyocyte damage.  The clinical efficiency of the highly potent antitumor agent doxorubicin is limited by cardiotoxic effects he clinical use of doxorubicin (DOX) and other anthracyclines is limited by a dosage-dependent cardiotoxicity, which can lead to cardiomyopathy. ",0.55372,"Doxorubicin (DOXO) is widely used to treat solid tumors. However, its clinical use is limited by side effects including serious cardiotoxicity due to cardiomyocyte damage.  Twisting and ironing: doxorubicin cardiotoxicity by mitochondrial DNA damage. Quercetin attenuates doxorubicin cardiotoxicity by modulating Bmi-1 expression.",0.71277
58ca6d3902b8c6095300002c,Primary intestinal lymphangiectasia (Waldmann's disease). Primary intestinal lymphangiectasia (PIL) or Waldmanns disease is a rare protein-losing gastroenteropathy of unknown etiology Primary intestinal lymphangiectasia (Waldmann's disease).,0.14607,Octreotide in Hennekam syndrome-associated intestinal lymphangiectasia. Few syndromes are associated with PIL; Hennekam syndrome (HS) is one of them.  Primary intestinal lymphangiectasia (Waldmann's disease).,0.16867
58de34608acda3452900002b,"We demonstrate that the presence of long inverted repeats (IR) flanking the mouse Sry gene leads to the formation of the Sry circular transcript in cultured cells We have found that in an in vitro assay, the SRY protein binds to several sites of the Sry gene and especially to a (CA)25 sequence and to a (CAG)30 repeat Detailed analysis of the Sry genomic locus reveals a further difference in that the mouse Sry open reading frame lies within 2.8 kilobases of unique sequence at the center of a large inverted repeat.",0.56786,"We demonstrate that the presence of long inverted repeats (IR) flanking the mouse Sry gene leads to the formation of the Sry circular transcript in cultured cells We have found that in an in vitro assay, the SRY protein binds to several sites of the Sry gene and especially to a (CA)25 sequence and to a (CAG)30 repeat Inverted repeat structure of the Sry locus in mice.",0.70828
5892783d49702f2e01000004,"Here we show that haploinsufficiency of Meis1, which encodes a transcription factor with evolutionarily conserved expression in the embryonic trunk, brain and sensory organs, including the eye, causes microphthalmic traits and visual impairment in adult mice. Meis1 coordinates a network of genes implicated in eye development and microphthalmia Meis1 coordinates a network of genes implicated in eye development and microphthalmia.",0.79264,"Here we show that haploinsufficiency of Meis1, which encodes a transcription factor with evolutionarily conserved expression in the embryonic trunk, brain and sensory organs, including the eye, causes microphthalmic traits and visual impairment in adult mice. Meis1 coordinates a network of genes implicated in eye development and microphthalmia Meis1 coordinates a network of genes implicated in eye development and microphthalmia.",0.79264
5890eb22621ea6ff7e000006,"In terms of predicting the prognosis of sepsis with heart failure complications, the PTX3 value's area under ROC curve was larger than that of BNP (respectively 0. 844, 0. 472).CONCLUSION: The PTX3 is an objective biochemical marker in diagnosis of sepsis; it is helpful in assessment of severity and prognosis of sepsis; it also has a certain clinical value in the assessment of sepsis cardiovascular function damage. PTX3, as a mediator of inflammation, may represent an early marker of severity and outcome in sepsis. PTX3, as a mediator of inflammation, may represent an early marker of severity and outcome in sepsis.",0.46437,"In terms of predicting the prognosis of sepsis with heart failure complications, the PTX3 value's area under ROC curve was larger than that of BNP (respectively 0. 844, 0. 472).CONCLUSION: The PTX3 is an objective biochemical marker in diagnosis of sepsis; it is helpful in assessment of severity and prognosis of sepsis; it also has a certain clinical value in the assessment of sepsis cardiovascular function damage. Severe Acinetobacter baumannii sepsis is associated with elevation of pentraxin 3. Pentraxin 3 in patients with severe sepsis or shock: the ALBIOS trial.",0.51337
589d965a78275d0c4a000049,"Previous studies in vivo reported that processing of primary microRNA (pri-miRNA) is coupled to transcription by RNA polymerase II (RNAP II) and can occur co-transcriptionally.  we have established a robust in vivo system in which pri-miRNA is transcribed by RNAP II and processed to pre-miRNA in HeLa cell nuclear extracts.  Analogously to mRNAs, the non-protein-encoding pri-miRNAs are synthesized by RNA polymerase II and post-transcriptionally modified by addition of a 5'-cap and a 3'-poly (A) tail.",0.52478,"Previous studies in vivo reported that processing of primary microRNA (pri-miRNA) is coupled to transcription by RNA polymerase II (RNAP II) and can occur co-transcriptionally.  we have established a robust in vivo system in which pri-miRNA is transcribed by RNAP II and processed to pre-miRNA in HeLa cell nuclear extracts.  Analogously to mRNAs, the non-protein-encoding pri-miRNAs are synthesized by RNA polymerase II and post-transcriptionally modified by addition of a 5'-cap and a 3'-poly (A) tail.",0.52478
58cbb98c02b8c60953000034,"To date, 230 mutations in the TYR gene have been reported as responsible for oculocutaneus albinism type 1 worldwide. TYR gene encodes the enzyme tyrosinase involved in the metabolic pathway of melanin synthesis. Mutations in the gene for tyrosinase, the key enzyme in melanin synthesis, are responsible for oculocutaneous albinism type 1, and more than 100 mutations of this gene have been identified. Mutations in the gene for tyrosinase, the key enzyme in melanin synthesis, are responsible for oculocutaneous albinism type 1, and more than 100 mutations of this gene have been identified",0.27915,"An overview of oculocutaneous albinism: TYR gene mutations in five Colombian individuals Mutations of the human tyrosinase gene associated with tyrosinase related oculocutaneous albinism (OCA1).  Mutations in the gene for tyrosinase, the key enzyme in melanin synthesis, are responsible for oculocutaneous albinism type 1, and more than 100 mutations of this gene have been identified",0.42452
58c99acf02b8c60953000028,"To compare clinical outcomes between conventional en masse repair and separate double-layer double-row repair for the treatment of delaminated rotator cuff tears To evaluate the effectiveness of arthroscopic debridement (DB), partial (PR), and complete repair (CR) for massive rotator cuff tears (mRCT)  The purpose was to investigate whether surgical repair earlier or later than 3 months after injury may result in similar outcomes and patient satisfaction",0.43824,To compare clinical outcomes between conventional en masse repair and separate double-layer double-row repair for the treatment of delaminated rotator cuff tears The purpose was to investigate whether surgical repair earlier or later than 3 months after injury may result in similar outcomes and patient satisfaction double-row (DR) and knotless transosseous-equivalent (KL-TOE),0.50458
5890f4ab621ea6ff7e000008,LITT can be used effectively for treatment of DTA-HGGs. More complete coverage of tumor by TDT lines improves PFS which can be translated as the extent of resection concept for surgery. The role of laser interstitial thermal therapy in enhancing progression-free survival of difficult-to-access high-grade gliomas: a multicenter study The role of laser interstitial thermal therapy in enhancing progression-free survival of difficult-to-access high-grade gliomas: a multicenter study.,0.44857,LITT can be used effectively for treatment of DTA-HGGs. More complete coverage of tumor by TDT lines improves PFS which can be translated as the extent of resection concept for surgery. Stereotactic laser ablation of high-grade gliomas. The role of laser interstitial thermal therapy in enhancing progression-free survival of difficult-to-access high-grade gliomas: a multicenter study,0.52459
58a6db8660087bc10a00002c,"he multisubunit nucleosome-remodeling enzyme complex SWR1, conserved from yeast to mammals, catalyzes the ATP-dependent replacement of histone H2A in canonical nucleosomes with H2A.Z. Saccharomyces cerevisiae Swr1, a Swi2/Snf2-related ATPase, is the catalytic core of a multisubunit chromatin remodeling enzyme, called the SWR1 complex, that efficiently replaces conventional histone H2A in nucleosomes with histone H2A.Z. Saccharomyces cerevisiae Swr1, a Swi2/Snf2-related ATPase, is the catalytic core of a multisubunit chromatin remodeling enzyme, called the SWR1 complex, that efficiently replaces conventional histone H2A in nucleosomes with histone H2A.Z. ",0.45162,"he multisubunit nucleosome-remodeling enzyme complex SWR1, conserved from yeast to mammals, catalyzes the ATP-dependent replacement of histone H2A in canonical nucleosomes with H2A.Z. Saccharomyces cerevisiae Swr1, a Swi2/Snf2-related ATPase, is the catalytic core of a multisubunit chromatin remodeling enzyme, called the SWR1 complex, that efficiently replaces conventional histone H2A in nucleosomes with histone H2A.Z. The SWR1 complex replaces the canonical histone H2A with the variant H2A.Z (Htz1 in yeast) at specific chromatin regions.",0.55412
58948cb47d9090f353000008,"Mcidas and GemC1/Lynkeas specify embryonic radial glial cells. Here we discuss recent findings suggesting that 2 novel molecules, Mcidas and GemC1/Lynkeas are key players on radial glial specification to ependymal cells. Both proteins were initially described as cell cycle regulators revealing sequence similarity to Geminin. They are expressed in radial glial cells committed to the ependymal cell lineage during embryogenesis, while overexpression and knock down experiments showed that are sufficient and necessary for ependymal cell generation. We propose that Mcidas and GemC1/Lynkeas are key components of the molecular cascade that promotes radial glial cells fate commitment toward multiciliated ependymal cell lineage operating upstream of c-Myb and FoxJ1. Overexpression and knockdown experiments show that Mcidas and GemC1 are sufficient and necessary for cell fate commitment and differentiation of radial glial cells to multiciliated ependymal cells",0.53393,"Mcidas and GemC1/Lynkeas specify embryonic radial glial cells. Here we discuss recent findings suggesting that 2 novel molecules, Mcidas and GemC1/Lynkeas are key players on radial glial specification to ependymal cells. Both proteins were initially described as cell cycle regulators revealing sequence similarity to Geminin. They are expressed in radial glial cells committed to the ependymal cell lineage during embryogenesis, while overexpression and knock down experiments showed that are sufficient and necessary for ependymal cell generation. We propose that Mcidas and GemC1/Lynkeas are key components of the molecular cascade that promotes radial glial cells fate commitment toward multiciliated ependymal cell lineage operating upstream of c-Myb and FoxJ1. Mcidas and GemC1 are key regulators for the generation of multiciliated ependymal cells in the adult neurogenic niche.",0.56098
